step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
199,10.0,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1751387360272929,2.1632212820695713,0,0,0,0,-1,nan,nan,,,640,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 640, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.009065684978850186,0.002387490007095039,0.0012866499600932002,0.0014799060299992561
200,10.05,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.20730282505974174,0.0032105600694194436,0.0015787240117788315,0.0017131560016423464
201,10.100000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010375976911745965,0.0027275680331513286,0.0012829879997298121,0.0022355159744620323
202,10.15,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.01158711698371917,0.0037627179408445954,0.0013490649871528149,0.0016988799907267094
203,10.200000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.009387631085701287,0.0024329040898010135,0.0012473269598558545,0.0017053000628948212
204,10.25,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.011264674016274512,0.003664643969386816,0.001304919016547501,0.001610080013051629
205,10.3,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.009409516002051532,0.002582295099273324,0.0012553241103887558,0.001562129007652402
206,10.350000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.009469682001508772,0.0025755580281838775,0.0012888219207525253,0.0015456449473276734
207,10.4,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010344899026677012,0.0025264850119128823,0.0017002170206978917,0.001555707072839141
208,10.450000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.011761551955714822,0.0027597390580922365,0.0016604880802333355,0.0015309089794754982
209,10.5,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.009810704970732331,0.0025264070136472583,0.001273820991627872,0.0015443279407918453
210,10.55,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.011992462910711765,0.0027889040065929294,0.001420591026544571,0.0018088839715346694
211,10.600000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010700145037844777,0.0029834610177204013,0.0012951140524819493,0.001659768051467836
212,10.65,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010613473015837371,0.0026930900057777762,0.0013213659403845668,0.0015785580035299063
213,10.700000000000001,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19568779889959842,2.3589090809691697,0,0,0,0,-1,nan,nan,,,704,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 704, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.015291380928829312,0.004145254963077605,0.0020129879703745246,0.002201703959144652
